FormulaName	TargetTable	TargetColumn	Stage	Template
HSE_TO_SG_481B_EOR_Check1	CalcResult_FlaringThermaloxidizer	Check1	SG	HSE_TO_SG_{TypeOfGas}_{type}_Check1
HSE_TO_SG_481B_SOR_Check1	CalcResult_FlaringThermaloxidizer	Check1	SG	HSE_TO_SG_{TypeOfGas}_{type}_Check1
HSE_TO_SG_EOR_Benzene_mass	CalcResult_FlaringThermaloxidizer	Benzene_mass	SG	HSE_TO_SG_{type}_Benzene_mass
HSE_TO_SG_EOR_C10_1_mass	CalcResult_FlaringThermaloxidizer	C10_1_mass	SG	HSE_TO_SG_{type}_C10_1_mass
HSE_TO_SG_EOR_C11_1_mass	CalcResult_FlaringThermaloxidizer	C11_1_mass	SG	HSE_TO_SG_{type}_C11_1_mass
HSE_TO_SG_EOR_C12_1_mass	CalcResult_FlaringThermaloxidizer	C12_1_mass	SG	HSE_TO_SG_{type}_C12_1_mass
HSE_TO_SG_EOR_C13_1_mass	CalcResult_FlaringThermaloxidizer	C13_1_mass	SG	HSE_TO_SG_{type}_C13_1_mass
HSE_TO_SG_EOR_C14_1_mass	CalcResult_FlaringThermaloxidizer	C14_1_mass	SG	HSE_TO_SG_{type}_C14_1_mass
HSE_TO_SG_EOR_C2H6S2_mass	CalcResult_FlaringThermaloxidizer	C2H6S2_mass	SG	HSE_TO_SG_{type}_C2H6S2_mass
HSE_TO_SG_EOR_C2H6S_mass	CalcResult_FlaringThermaloxidizer	C2H6S_mass	SG	HSE_TO_SG_{type}_C2H6S_mass
HSE_TO_SG_EOR_C2H7NO_mass	CalcResult_FlaringThermaloxidizer	C2H7NO_mass	SG	HSE_TO_SG_{type}_C2H7NO_mass
HSE_TO_SG_EOR_C3H8S2_mass	CalcResult_FlaringThermaloxidizer	C3H8S2_mass	SG	HSE_TO_SG_{type}_C3H8S2_mass
HSE_TO_SG_EOR_C4H10S2_mass	CalcResult_FlaringThermaloxidizer	C4H10S2_mass	SG	HSE_TO_SG_{type}_C4H10S2_mass
HSE_TO_SG_EOR_C6_1_mass	CalcResult_FlaringThermaloxidizer	C6_1_mass	SG	HSE_TO_SG_{type}_C6_1_mass
HSE_TO_SG_EOR_C7_1_mass	CalcResult_FlaringThermaloxidizer	C7_1_mass	SG	HSE_TO_SG_{type}_C7_1_mass
HSE_TO_SG_EOR_C8_1_mass	CalcResult_FlaringThermaloxidizer	C8_1_mass	SG	HSE_TO_SG_{type}_C8_1_mass
HSE_TO_SG_EOR_C9_1_mass	CalcResult_FlaringThermaloxidizer	C9_1_mass	SG	HSE_TO_SG_{type}_C9_1_mass
HSE_TO_SG_EOR_CN1_2_mass	CalcResult_FlaringThermaloxidizer	CN1_2_mass	SG	HSE_TO_SG_{type}_CN1_2_mass
HSE_TO_SG_EOR_CN2_2_mass	CalcResult_FlaringThermaloxidizer	CN2_2_mass	SG	HSE_TO_SG_{type}_CN2_2_mass
HSE_TO_SG_EOR_CN3_1_mass	CalcResult_FlaringThermaloxidizer	CN3_1_mass	SG	HSE_TO_SG_{type}_CN3_1_mass
HSE_TO_SG_EOR_CO2_mass	CalcResult_FlaringThermaloxidizer	CO2_mass	SG	HSE_TO_SG_{type}_CO2_mass
HSE_TO_SG_EOR_CO2_tonne	CalcResult_FlaringThermaloxidizer	CO2_tonne	SG	HSE_TO_SG_{type}_CO2_tonne
HSE_TO_SG_EOR_COS_mass	CalcResult_FlaringThermaloxidizer	COS_mass	SG	HSE_TO_SG_{type}_COS_mass
HSE_TO_SG_EOR_CO_mass	CalcResult_FlaringThermaloxidizer	CO_mass	SG	HSE_TO_SG_{type}_CO_mass
HSE_TO_SG_EOR_CS2_mass	CalcResult_FlaringThermaloxidizer	CS2_mass	SG	HSE_TO_SG_{type}_CS2_mass
HSE_TO_SG_EOR_CalculateMethodResult	CalcResult_FlaringThermaloxidizer	CalculateMethodResult	SG	HSE_TO_SG_{type}_CalculateMethodResult
HSE_TO_SG_EOR_ConcCarbonMonoxide	CalcResult_FlaringThermaloxidizer	ConcCarbonMonoxide	SG	HSE_TO_SG_{type}_ConcCarbonMonoxide
HSE_TO_SG_EOR_ConcNitrogenOxides	CalcResult_FlaringThermaloxidizer	ConcNitrogenOxides	SG	HSE_TO_SG_{type}_ConcNitrogenOxides
HSE_TO_SG_EOR_Density0	CalcResult_FlaringThermaloxidizer	Density0	SG	HSE_TO_SG_{type}_Density0
HSE_TO_SG_EOR_Density20	CalcResult_FlaringThermaloxidizer	Density20	SG	HSE_TO_SG_{type}_Density20
HSE_TO_SG_EOR_EBenzene_mass	CalcResult_FlaringThermaloxidizer	EBenzene_mass	SG	HSE_TO_SG_{type}_EBenzene_mass
HSE_TO_SG_EOR_EMercaptan_mass	CalcResult_FlaringThermaloxidizer	EMercaptan_mass	SG	HSE_TO_SG_{type}_EMercaptan_mass
HSE_TO_SG_EOR_Ethane_mass	CalcResult_FlaringThermaloxidizer	Ethane_mass	SG	HSE_TO_SG_{type}_Ethane_mass
HSE_TO_SG_EOR_GHGEmissionFactor	CalcResult_FlaringThermaloxidizer	GHGEmissionFactor	SG	HSE_TO_SG_{type}_GHGEmissionFactor
HSE_TO_SG_EOR_H2O_mass	CalcResult_FlaringThermaloxidizer	H2O_mass	SG	HSE_TO_SG_{type}_H2O_mass
HSE_TO_SG_EOR_H2S_mass	CalcResult_FlaringThermaloxidizer	H2S_mass	SG	HSE_TO_SG_{type}_H2S_mass
HSE_TO_SG_EOR_H2_mass	CalcResult_FlaringThermaloxidizer	H2_mass	SG	HSE_TO_SG_{type}_H2_mass
HSE_TO_SG_EOR_Helium_mass	CalcResult_FlaringThermaloxidizer	Helium_mass	SG	HSE_TO_SG_{type}_Helium_mass
HSE_TO_SG_EOR_IC4_1_mass	CalcResult_FlaringThermaloxidizer	IC4_1_mass	SG	HSE_TO_SG_{type}_IC4_1_mass
HSE_TO_SG_EOR_IC5_1_mass	CalcResult_FlaringThermaloxidizer	IC5_1_mass	SG	HSE_TO_SG_{type}_IC5_1_mass
HSE_TO_SG_EOR_MMercaptan_mass	CalcResult_FlaringThermaloxidizer	MMercaptan_mass	SG	HSE_TO_SG_{type}_MMercaptan_mass
HSE_TO_SG_EOR_Methane_mass	CalcResult_FlaringThermaloxidizer	Methane_mass	SG	HSE_TO_SG_{type}_Methane_mass
HSE_TO_SG_EOR_Methanol_mass	CalcResult_FlaringThermaloxidizer	Methanol_mass	SG	HSE_TO_SG_{type}_Methanol_mass
HSE_TO_SG_EOR_MolecularWeight	CalcResult_FlaringThermaloxidizer	MolecularWeight	SG	HSE_TO_SG_{type}_MolecularWeight
HSE_TO_SG_EOR_NC4_1_mass	CalcResult_FlaringThermaloxidizer	NC4_1_mass	SG	HSE_TO_SG_{type}_NC4_1_mass
HSE_TO_SG_EOR_NC5_1_mass	CalcResult_FlaringThermaloxidizer	NC5_1_mass	SG	HSE_TO_SG_{type}_NC5_1_mass
HSE_TO_SG_EOR_NH3_mass	CalcResult_FlaringThermaloxidizer	NH3_mass	SG	HSE_TO_SG_{type}_NH3_mass
HSE_TO_SG_EOR_Nitrogen_mass	CalcResult_FlaringThermaloxidizer	Nitrogen_mass	SG	HSE_TO_SG_{type}_Nitrogen_mass
HSE_TO_SG_EOR_O2_mass	CalcResult_FlaringThermaloxidizer	O2_mass	SG	HSE_TO_SG_{type}_O2_mass
HSE_TO_SG_EOR_Propane_mass	CalcResult_FlaringThermaloxidizer	Propane_mass	SG	HSE_TO_SG_{type}_Propane_mass
HSE_TO_SG_EOR_SO2_mass	CalcResult_FlaringThermaloxidizer	SO2_mass	SG	HSE_TO_SG_{type}_SO2_mass
HSE_TO_SG_EOR_Sr	CalcResult_FlaringThermaloxidizer	Sr	SG	HSE_TO_SG_{type}_Sr
HSE_TO_SG_EOR_Sulfur_mass	CalcResult_FlaringThermaloxidizer	Sulfur_mass	SG	HSE_TO_SG_{type}_Sulfur_mass
HSE_TO_SG_EOR_SumMCmHn	CalcResult_FlaringThermaloxidizer	SumMCmHn	SG	HSE_TO_SG_{type}_SumMCmHn
HSE_TO_SG_EOR_SumMNCmHn	CalcResult_FlaringThermaloxidizer	Summn4CmHn	SG	HSE_TO_SG_{type}_SumMNCmHn
HSE_TO_SG_EOR_SumNCmHn	CalcResult_FlaringThermaloxidizer	SumNCmHn	SG	HSE_TO_SG_{type}_SumNCmHn
HSE_TO_SG_EOR_Toluene_mass	CalcResult_FlaringThermaloxidizer	Toluene_mass	SG	HSE_TO_SG_{type}_Toluene_mass
HSE_TO_SG_EOR_TotalSumComposition	CalcResult_FlaringThermaloxidizer	TotalSumComposition	SG	HSE_TO_SG_{type}_TotalSumComposition
HSE_TO_SG_EOR_TotalSumComposition_mass	CalcResult_FlaringThermaloxidizer	TotalSumComposition_mass	SG	HSE_TO_SG_{type}_TotalSumComposition_mass
HSE_TO_SG_EOR_Vo	CalcResult_FlaringThermaloxidizer	Vo	SG	HSE_TO_SG_{type}_Vo
HSE_TO_SG_EOR_VoH2O	CalcResult_FlaringThermaloxidizer	VoH2O	SG	HSE_TO_SG_{type}_VoH2O
HSE_TO_SG_EOR_Vog	CalcResult_FlaringThermaloxidizer	Vog	SG	HSE_TO_SG_{type}_Vog
HSE_TO_SG_EOR_Vwdg	CalcResult_FlaringThermaloxidizer	Vwdg	SG	HSE_TO_SG_{type}_Vwdg
HSE_TO_SG_EOR_nBMercaptan_mass	CalcResult_FlaringThermaloxidizer	nBMercaptan_mass	SG	HSE_TO_SG_{type}_nBMercaptan_mass
HSE_TO_SG_EOR_nPMercaptan_mass	CalcResult_FlaringThermaloxidizer	nPMercaptan_mass	SG	HSE_TO_SG_{type}_nPMercaptan_mass
HSE_TO_SG_EOR_pXylene_mass	CalcResult_FlaringThermaloxidizer	pXylene_mass	SG	HSE_TO_SG_{type}_pXylene_mass
HSE_TO_SG_SOR_Benzene_mass	CalcResult_FlaringThermaloxidizer	Benzene_mass	SG	HSE_TO_SG_{type}_Benzene_mass
HSE_TO_SG_SOR_C10_1_mass	CalcResult_FlaringThermaloxidizer	C10_1_mass	SG	HSE_TO_SG_{type}_C10_1_mass
HSE_TO_SG_SOR_C11_1_mass	CalcResult_FlaringThermaloxidizer	C11_1_mass	SG	HSE_TO_SG_{type}_C11_1_mass
HSE_TO_SG_SOR_C12_1_mass	CalcResult_FlaringThermaloxidizer	C12_1_mass	SG	HSE_TO_SG_{type}_C12_1_mass
HSE_TO_SG_SOR_C13_1_mass	CalcResult_FlaringThermaloxidizer	C13_1_mass	SG	HSE_TO_SG_{type}_C13_1_mass
HSE_TO_SG_SOR_C14_1_mass	CalcResult_FlaringThermaloxidizer	C14_1_mass	SG	HSE_TO_SG_{type}_C14_1_mass
HSE_TO_SG_SOR_C2H6S2_mass	CalcResult_FlaringThermaloxidizer	C2H6S2_mass	SG	HSE_TO_SG_{type}_C2H6S2_mass
HSE_TO_SG_SOR_C2H6S_mass	CalcResult_FlaringThermaloxidizer	C2H6S_mass	SG	HSE_TO_SG_{type}_C2H6S_mass
HSE_TO_SG_SOR_C2H7NO_mass	CalcResult_FlaringThermaloxidizer	C2H7NO_mass	SG	HSE_TO_SG_{type}_C2H7NO_mass
HSE_TO_SG_SOR_C3H8S2_mass	CalcResult_FlaringThermaloxidizer	C3H8S2_mass	SG	HSE_TO_SG_{type}_C3H8S2_mass
HSE_TO_SG_SOR_C4H10S2_mass	CalcResult_FlaringThermaloxidizer	C4H10S2_mass	SG	HSE_TO_SG_{type}_C4H10S2_mass
HSE_TO_SG_SOR_C6_1_mass	CalcResult_FlaringThermaloxidizer	C6_1_mass	SG	HSE_TO_SG_{type}_C6_1_mass
HSE_TO_SG_SOR_C7_1_mass	CalcResult_FlaringThermaloxidizer	C7_1_mass	SG	HSE_TO_SG_{type}_C7_1_mass
HSE_TO_SG_SOR_C8_1_mass	CalcResult_FlaringThermaloxidizer	C8_1_mass	SG	HSE_TO_SG_{type}_C8_1_mass
HSE_TO_SG_SOR_C9_1_mass	CalcResult_FlaringThermaloxidizer	C9_1_mass	SG	HSE_TO_SG_{type}_C9_1_mass
HSE_TO_SG_SOR_CN1_2_mass	CalcResult_FlaringThermaloxidizer	CN1_2_mass	SG	HSE_TO_SG_{type}_CN1_2_mass
HSE_TO_SG_SOR_CN2_2_mass	CalcResult_FlaringThermaloxidizer	CN2_2_mass	SG	HSE_TO_SG_{type}_CN2_2_mass
HSE_TO_SG_SOR_CN3_1_mass	CalcResult_FlaringThermaloxidizer	CN3_1_mass	SG	HSE_TO_SG_{type}_CN3_1_mass
HSE_TO_SG_SOR_CO2_mass	CalcResult_FlaringThermaloxidizer	CO2_mass	SG	HSE_TO_SG_{type}_CO2_mass
HSE_TO_SG_SOR_CO2_tonne	CalcResult_FlaringThermaloxidizer	CO2_tonne	SG	HSE_TO_SG_{type}_CO2_tonne
HSE_TO_SG_SOR_COS_mass	CalcResult_FlaringThermaloxidizer	COS_mass	SG	HSE_TO_SG_{type}_COS_mass
HSE_TO_SG_SOR_CO_mass	CalcResult_FlaringThermaloxidizer	CO_mass	SG	HSE_TO_SG_{type}_CO_mass
HSE_TO_SG_SOR_CS2_mass	CalcResult_FlaringThermaloxidizer	CS2_mass	SG	HSE_TO_SG_{type}_CS2_mass
HSE_TO_SG_SOR_CalculateMethodResult	CalcResult_FlaringThermaloxidizer	CalculateMethodResult	SG	HSE_TO_SG_{type}_CalculateMethodResult
HSE_TO_SG_SOR_ConcCarbonMonoxide	CalcResult_FlaringThermaloxidizer	ConcCarbonMonoxide	SG	HSE_TO_SG_{type}_ConcCarbonMonoxide
HSE_TO_SG_SOR_ConcNitrogenOxides	CalcResult_FlaringThermaloxidizer	ConcNitrogenOxides	SG	HSE_TO_SG_{type}_ConcNitrogenOxides
HSE_TO_SG_SOR_Density0	CalcResult_FlaringThermaloxidizer	Density0	SG	HSE_TO_SG_{type}_Density0
HSE_TO_SG_SOR_Density20	CalcResult_FlaringThermaloxidizer	Density20	SG	HSE_TO_SG_{type}_Density20
HSE_TO_SG_SOR_EBenzene_mass	CalcResult_FlaringThermaloxidizer	EBenzene_mass	SG	HSE_TO_SG_{type}_EBenzene_mass
HSE_TO_SG_SOR_EMercaptan_mass	CalcResult_FlaringThermaloxidizer	EMercaptan_mass	SG	HSE_TO_SG_{type}_EMercaptan_mass
HSE_TO_SG_SOR_Ethane_mass	CalcResult_FlaringThermaloxidizer	Ethane_mass	SG	HSE_TO_SG_{type}_Ethane_mass
HSE_TO_SG_SOR_GHGEmissionFactor	CalcResult_FlaringThermaloxidizer	GHGEmissionFactor	SG	HSE_TO_SG_{type}_GHGEmissionFactor
HSE_TO_SG_SOR_H2O_mass	CalcResult_FlaringThermaloxidizer	H2O_mass	SG	HSE_TO_SG_{type}_H2O_mass
HSE_TO_SG_SOR_H2S_mass	CalcResult_FlaringThermaloxidizer	H2S_mass	SG	HSE_TO_SG_{type}_H2S_mass
HSE_TO_SG_SOR_H2_mass	CalcResult_FlaringThermaloxidizer	H2_mass	SG	HSE_TO_SG_{type}_H2_mass
HSE_TO_SG_SOR_Helium_mass	CalcResult_FlaringThermaloxidizer	Helium_mass	SG	HSE_TO_SG_{type}_Helium_mass
HSE_TO_SG_SOR_IC4_1_mass	CalcResult_FlaringThermaloxidizer	IC4_1_mass	SG	HSE_TO_SG_{type}_IC4_1_mass
HSE_TO_SG_SOR_IC5_1_mass	CalcResult_FlaringThermaloxidizer	IC5_1_mass	SG	HSE_TO_SG_{type}_IC5_1_mass
HSE_TO_SG_SOR_MMercaptan_mass	CalcResult_FlaringThermaloxidizer	MMercaptan_mass	SG	HSE_TO_SG_{type}_MMercaptan_mass
HSE_TO_SG_SOR_Methane_mass	CalcResult_FlaringThermaloxidizer	Methane_mass	SG	HSE_TO_SG_{type}_Methane_mass
HSE_TO_SG_SOR_Methanol_mass	CalcResult_FlaringThermaloxidizer	Methanol_mass	SG	HSE_TO_SG_{type}_Methanol_mass
HSE_TO_SG_SOR_MolecularWeight	CalcResult_FlaringThermaloxidizer	MolecularWeight	SG	HSE_TO_SG_{type}_MolecularWeight
HSE_TO_SG_SOR_NC4_1_mass	CalcResult_FlaringThermaloxidizer	NC4_1_mass	SG	HSE_TO_SG_{type}_NC4_1_mass
HSE_TO_SG_SOR_NC5_1_mass	CalcResult_FlaringThermaloxidizer	NC5_1_mass	SG	HSE_TO_SG_{type}_NC5_1_mass
HSE_TO_SG_SOR_NH3_mass	CalcResult_FlaringThermaloxidizer	NH3_mass	SG	HSE_TO_SG_{type}_NH3_mass
HSE_TO_SG_SOR_Nitrogen_mass	CalcResult_FlaringThermaloxidizer	Nitrogen_mass	SG	HSE_TO_SG_{type}_Nitrogen_mass
HSE_TO_SG_SOR_O2_mass	CalcResult_FlaringThermaloxidizer	O2_mass	SG	HSE_TO_SG_{type}_O2_mass
HSE_TO_SG_SOR_Propane_mass	CalcResult_FlaringThermaloxidizer	Propane_mass	SG	HSE_TO_SG_{type}_Propane_mass
HSE_TO_SG_SOR_SO2_mass	CalcResult_FlaringThermaloxidizer	SO2_mass	SG	HSE_TO_SG_{type}_SO2_mass
HSE_TO_SG_SOR_Sr	CalcResult_FlaringThermaloxidizer	Sr	SG	HSE_TO_SG_{type}_Sr
HSE_TO_SG_SOR_Sulfur_mass	CalcResult_FlaringThermaloxidizer	Sulfur_mass	SG	HSE_TO_SG_{type}_Sulfur_mass
HSE_TO_SG_SOR_SumMCmHn	CalcResult_FlaringThermaloxidizer	SumMCmHn	SG	HSE_TO_SG_{type}_SumMCmHn
HSE_TO_SG_SOR_SumMNCmHn	CalcResult_FlaringThermaloxidizer	Summn4CmHn	SG	HSE_TO_SG_{type}_SumMNCmHn
HSE_TO_SG_SOR_SumNCmHn	CalcResult_FlaringThermaloxidizer	SumNCmHn	SG	HSE_TO_SG_{type}_SumNCmHn
HSE_TO_SG_SOR_Toluene_mass	CalcResult_FlaringThermaloxidizer	Toluene_mass	SG	HSE_TO_SG_{type}_Toluene_mass
HSE_TO_SG_SOR_TotalSumComposition	CalcResult_FlaringThermaloxidizer	TotalSumComposition	SG	HSE_TO_SG_{type}_TotalSumComposition
HSE_TO_SG_SOR_TotalSumComposition_mass	CalcResult_FlaringThermaloxidizer	TotalSumComposition_mass	SG	HSE_TO_SG_{type}_TotalSumComposition_mass
HSE_TO_SG_SOR_Vo	CalcResult_FlaringThermaloxidizer	Vo	SG	HSE_TO_SG_{type}_Vo
HSE_TO_SG_SOR_VoH2O	CalcResult_FlaringThermaloxidizer	VoH2O	SG	HSE_TO_SG_{type}_VoH2O
HSE_TO_SG_SOR_Vog	CalcResult_FlaringThermaloxidizer	Vog	SG	HSE_TO_SG_{type}_Vog
HSE_TO_SG_SOR_Vwdg	CalcResult_FlaringThermaloxidizer	Vwdg	SG	HSE_TO_SG_{type}_Vwdg
HSE_TO_SG_SOR_nBMercaptan_mass	CalcResult_FlaringThermaloxidizer	nBMercaptan_mass	SG	HSE_TO_SG_{type}_nBMercaptan_mass
HSE_TO_SG_SOR_nPMercaptan_mass	CalcResult_FlaringThermaloxidizer	nPMercaptan_mass	SG	HSE_TO_SG_{type}_nPMercaptan_mass
HSE_TO_SG_SOR_pXylene_mass	CalcResult_FlaringThermaloxidizer	pXylene_mass	SG	HSE_TO_SG_{type}_pXylene_mass
